Season,Year,Tour,Week,Date,Tournament,Location,Winner,Score,1st prize ($),Purse ($),OWGR points,Notes,TournamentURL,TournamentRedirectURL,PlayerURL
1970,1970,PGA,40,4-Oct,Azalea Open Invitational,North Carolina,Cesar Sanudo (1),269 (-15),"12,000",,,,/wiki/Azalea_Open_Invitational,/wiki/Azalea_Open_Invitational,/wiki/Cesar_Sanudo
1970,1970,PGA,43,25-Oct,Kaiser International Open Invitational,California,Ken Still (3),278 (-10),"30,000",,,,/wiki/Kaiser_International_Open_Invitational,/wiki/Michelob_Championship,/wiki/Ken_Still
1970,1970,PGA,44,1-Nov,Sahara Invitational,Nevada,Babe Hiskey (1),276 (-12),"20,000",,,,/wiki/Sahara_Invitational,/wiki/Sahara_Invitational,/wiki/Babe_Hiskey
1970,1970,PGA,48,29-Nov,Heritage Golf Classic,South Carolina,Bob Goalby (10),280 (-4),"20,000",,,,/wiki/Heritage_Golf_Classic,/wiki/RBC_Heritage,/wiki/Bob_Goalby
1970,1970,PGA,49,6-Dec,Coral Springs Open Invitational,Florida,Bill Garrett (1),272 (-12),"25,000",,,,/wiki/Coral_Springs_Open_Invitational,/wiki/Coral_Springs_Open_Invitational,/wiki/Bill_Garrett_(golfer)
1970,1970,PGA,50,13-Dec,Bahama Islands Open,Bahamas,Doug Sanders (19),272 (-16),"26,000",,,,/wiki/Bahama_Islands_Open,/wiki/Bahamas_National_Open,/wiki/Doug_Sanders
1971,1971,PGA,2,10-Jan,Glen Campbell-Los Angeles Open,California,Bob Lunn (5),274 (-10),"22,000",,,,/wiki/Glen_Campbell-Los_Angeles_Open,/wiki/Los_Angeles_Open,/wiki/Bob_Lunn
1971,1971,PGA,3,17-Jan,Bing Crosby National Pro-Am,California,Tom Shaw (3),278 (-10),"27,000",,,,/wiki/Bing_Crosby_National_Pro-Am,/wiki/AT%26T_Pebble_Beach_Pro-Am,/wiki/Tom_Shaw_(golfer)
1971,1971,PGA,4,24-Jan,Phoenix Open,Arizona,Miller Barber (6),261 (-23),"25,000",,,,/wiki/Phoenix_Open,/wiki/Phoenix_Open,/wiki/Miller_Barber
1971,1971,PGA,5,31-Jan,Andy Williams-San Diego Open Invitational,California,George Archer (7),272 (-16),"30,000",,,,/wiki/Andy_Williams-San_Diego_Open_Invitational,/wiki/Farmers_Insurance_Open,/wiki/George_Archer
1971,1971,PGA,6,7-Feb,Hawaiian Open,Hawaii,Tom Shaw (4),273 (-15),"40,000",,,,/wiki/Hawaiian_Open,/wiki/Sony_Open_in_Hawaii,/wiki/Tom_Shaw_(golfer)
1971,1971,PGA,7,14-Feb,Bob Hope Desert Classic,California,Arnold Palmer (58),342 (-18),"28,000",,,,/wiki/Bob_Hope_Desert_Classic,/wiki/CareerBuilder_Challenge,/wiki/Arnold_Palmer
1971,1971,PGA,8,22-Feb,Tucson Open Invitational,Arizona,J. C. Snead (1),273 (-15),"22,000",,,,/wiki/Tucson_Open_Invitational,/wiki/Tucson_Open,/wiki/J._C._Snead
1971,1971,MAJ,9,28-Feb,PGA Championship,Florida,Jack Nicklaus (34),281 (-7),"40,000",,,Major championship,/wiki/1971_PGA_Championship,/wiki/1971_PGA_Championship,/wiki/Jack_Nicklaus
1971,1971,PGA,10,7-Mar,Doral-Eastern Open Invitational,Florida,J. C. Snead (2),275 (-13),"30,000",,,,/wiki/Doral-Eastern_Open_Invitational,/wiki/Doral_Open,/wiki/J._C._Snead
1971,1971,PGA,11,14-Mar,Florida Citrus Invitational,Florida,Arnold Palmer (59),270 (-18),"30,000",,,,/wiki/Florida_Citrus_Invitational,/wiki/Arnold_Palmer_Invitational,/wiki/Arnold_Palmer
1971,1971,PGA,12,21-Mar,Greater Jacksonville Open,Florida,Gary Player (14),281 (-7),"25,000",,,,/wiki/Greater_Jacksonville_Open,/wiki/Greater_Jacksonville_Open,/wiki/Gary_Player
1971,1971,PGA,13,28-Mar,National Airlines Open Invitational,Florida,Gary Player (15),274 (-14),"40,000",,,,/wiki/National_Airlines_Open_Invitational,/wiki/National_Airlines_Open_Invitational,/wiki/Gary_Player
1971,1971,PGA,14,4-Apr,Greater Greensboro Open,North Carolina,Bud Allin (1),275 (-9),"38,000",,,,/wiki/Greater_Greensboro_Open,/wiki/Wyndham_Championship,/wiki/Bud_Allin
1971,1971,MAJ,15,11-Apr,Masters Tournament,Georgia,Charles Coody (3),279 (-9),"25,000",,,Major championship,/wiki/1971_Masters_Tournament,/wiki/1971_Masters_Tournament,/wiki/Charles_Coody
1971,1971,PGA,16,18-Apr,Monsanto Open,Florida,Gene Littler (23),276 (-8),"30,000",,,,/wiki/Monsanto_Open,/wiki/Pensacola_Open,/wiki/Gene_Littler
1971,1971,PGA,17,25-Apr,Tournament of Champions,California,Jack Nicklaus (35),279 (-9),"33,000",,,,/wiki/Tournament_of_Champions_(PGA_Tour),/wiki/Tournament_of_Champions_%28golf%29,/wiki/Jack_Nicklaus
1971,1971,PGA,17,25-Apr,Tallahassee Open Invitational,Florida,Lee Trevino (6),273 (-15),"12,000",,,,/wiki/Tallahassee_Open_Invitational,/wiki/Tallahassee_Open,/wiki/Lee_Trevino
1971,1971,PGA,18,2-May,Greater New Orleans Open Invitational,Louisiana,Frank Beard (11),276 (-12),"25,000",,,,/wiki/Greater_New_Orleans_Open_Invitational,/wiki/Zurich_Classic_of_New_Orleans,/wiki/Frank_Beard_(golfer)
1971,1971,PGA,19,9-May,Byron Nelson Golf Classic,Texas,Jack Nicklaus (36),274 (-6),"25,000",,,,/wiki/Byron_Nelson_Golf_Classic,/wiki/AT%26T_Byron_Nelson,/wiki/Jack_Nicklaus
1971,1971,PGA,20,16-May,Houston Champions International,Texas,Hubert Green (1),280 (-4),"25,000",,,,/wiki/Houston_Champions_International,/wiki/Houston_Open,/wiki/Hubert_Green
1971,1971,PGA,21,23-May,Colonial National Invitation,Texas,Gene Littler (24),283 (+3),"25,000",,,,/wiki/Colonial_National_Invitation,/wiki/Dean_%26_DeLuca_Invitational,/wiki/Gene_Littler
1971,1971,PGA,22,30-May,Danny Thomas Memphis Classic,Tennessee,Lee Trevino (7),268 (-12),"35,000",,,,/wiki/Danny_Thomas_Memphis_Classic,/wiki/St._Jude_Classic,/wiki/Lee_Trevino
1971,1971,PGA,23,6-Jun,Atlanta Classic,Georgia,Gardner Dickinson (7),275 (-13),"25,000",,,,/wiki/Atlanta_Classic,/wiki/Atlanta_Classic,/wiki/Gardner_Dickinson
1971,1971,PGA,24,13-Jun,Kemper Open,North Carolina,Tom Weiskopf (3),277 (-11),"30,000",,,,/wiki/Kemper_Open,/wiki/Booz_Allen_Classic,/wiki/Tom_Weiskopf
1971,1971,MAJ,25,21-Jun,U.S. Open,Pennsylvania,Lee Trevino (8),280 (E),"30,000",,,Major championship,/wiki/1971_U.S._Open_(golf),/wiki/1971_U.S._Open_(golf),/wiki/Lee_Trevino
1971,1971,PGA,26,27-Jun,Cleveland Open,Ohio,Bobby Mitchell (1),262 (-22),"30,000",,,,/wiki/Cleveland_Open,/wiki/Cleveland_Open,/wiki/Bobby_Mitchell_(golfer)
1971,1971,PGA,27,4-Jul,Canadian Open,Canada,Lee Trevino (9),275 (-13),"30,000",,,,/wiki/Canadian_Open_(golf),/wiki/Canadian_Open_(golf),/wiki/Lee_Trevino
1971,1971,MAJ,28,10-Jul,The Open Championship,England,Lee Trevino (10),278 (-14),"13,200",,,Major championship,/wiki/1971_Open_Championship,/wiki/1971_Open_Championship,/wiki/Lee_Trevino
1971,1971,PGA,28,11-Jul,Greater Milwaukee Open,Wisconsin,Dave Eichelberger (1),270 (-14),"25,000",,,,/wiki/Greater_Milwaukee_Open,/wiki/Greater_Milwaukee_Open,/wiki/Dave_Eichelberger
1971,1971,PGA,29,18-Jul,Western Open,Illinois,Bruce Crampton (9),279 (-5),"30,000",,,,/wiki/Western_Open,/wiki/Western_Open,/wiki/Bruce_Crampton
1971,1971,PGA,30,25-Jul,Westchester Classic,New York,Arnold Palmer (60),270 (-18),"50,000",,,,/wiki/Westchester_Classic,/wiki/The_Northern_Trust,/wiki/Arnold_Palmer
1971,1971,PGA,31,2-Aug,National Team Championship,Pennsylvania,Jack Nicklaus (37) Arnold Palmer (61),257 (-27),"20,000
each",,,,/wiki/National_Team_Championship,/wiki/National_Team_Championship,"/wiki/Jack_Nicklaus|""/wiki/Arnold_Palmer"""
1971,1971,PGA,32,8-Aug,American Golf Classic,Ohio,Jerry Heard (1),275 (-5),"30,000",,,,/wiki/American_Golf_Classic,/wiki/American_Golf_Classic,/wiki/Jerry_Heard
1971,1971,PGA,33,15-Aug,Massachusetts Classic,Massachusetts,Dave Stockton (5),275 (-13),"33,000",,,,/wiki/Massachusetts_Classic,/wiki/New_England_Classic,/wiki/Dave_Stockton
1971,1971,PGA,34,22-Aug,IVB-Philadelphia Golf Classic,Pennsylvania,Tom Weiskopf (4),274 (-14),"30,000",,,,/wiki/IVB-Philadelphia_Golf_Classic,/wiki/IVB-Philadelphia_Golf_Classic,/wiki/Tom_Weiskopf
1971,1971,PGA,35,29-Aug,Liggett & Myers Open Match Play Championship,North Carolina,DeWitt Weaver (1),71 to 77,"35,000",,,,/wiki/Liggett_%26_Myers_Open_Match_Play_Championship,/wiki/U.S._Professional_Match_Play_Championship,/wiki/DeWitt_Weaver_(golfer)
1971,1971,PGA,36,6-Sep,Greater Hartford Open Invitational,Connecticut,George Archer (8),268 (-16),"22,000",,,,/wiki/Greater_Hartford_Open_Invitational,/wiki/Travelers_Championship,/wiki/George_Archer
1971,1971,PGA,37,12-Sep,Southern Open,Georgia,Johnny Miller (1),267 (-13),"20,000",,,,/wiki/Southern_Open,/wiki/Southern_Open,/wiki/Johnny_Miller
1971,1971,PGA,39,26-Sep,Robinson Open Golf Classic,Illinois,"Labron Harris, Jr. (1)",274 (-10),"20,000",,,,/wiki/Robinson_Open_Golf_Classic,/wiki/Robinson_Open,"/wiki/Labron_Harris,_Jr."
1971,1971,PGA,43,24-Oct,Kaiser International Open Invitational,California,Billy Casper (48),269 (-19),"30,000",,,,/wiki/Kaiser_International_Open_Invitational,/wiki/Michelob_Championship,/wiki/Billy_Casper
1971,1971,PGA,44,31-Oct,Sahara Invitational,Nevada,Lee Trevino (11),280 (-8),"27,000",,,,/wiki/Sahara_Invitational,/wiki/Sahara_Invitational,/wiki/Lee_Trevino
1971,1971,PGA,48,28-Nov,Sea Pines Heritage Classic,South Carolina,Hale Irwin (1),279 (-5),"22,000",,,,/wiki/Sea_Pines_Heritage_Classic,/wiki/RBC_Heritage,/wiki/Hale_Irwin
1971,1971,PGA,49,6-Dec,Walt Disney World Open Invitational,Florida,Jack Nicklaus (38),273 (-15),"30,000",,,,/wiki/Walt_Disney_World_Open_Invitational,/wiki/Walt_Disney_World_Golf_Classic,/wiki/Jack_Nicklaus
1971,1971,PGA,50,12-Dec,Bahamas National Open,Bahamas,Bob Goalby (11),275 (-9),"26,000",,,,/wiki/Bahamas_National_Open,/wiki/Bahamas_National_Open,/wiki/Bob_Goalby
1972,1972,PGA,2,9-Jan,Glen Campbell-Los Angeles Open,California,George Archer (10),270 (-14),"25,000",,,,/wiki/Glen_Campbell-Los_Angeles_Open,/wiki/Los_Angeles_Open,/wiki/George_Archer
1972,1972,PGA,3,16-Jan,Bing Crosby National Pro-Am,California,Jack Nicklaus (39),284 (-4),"28,000",,,,/wiki/Bing_Crosby_National_Pro-Am,/wiki/AT%26T_Pebble_Beach_Pro-Am,/wiki/Jack_Nicklaus
1972,1972,PGA,4,24-Jan,Tucson Open,Arizona,Miller Barber (7),273 (-15),"30,000",,,,/wiki/Tucson_Open,/wiki/Tucson_Open,/wiki/Miller_Barber
1972,1972,PGA,5,30-Jan,Andy Williams-San Diego Open Invitational,California,Paul Harney (6),275 (-13),"30,000",,,,/wiki/Andy_Williams-San_Diego_Open_Invitational,/wiki/Farmers_Insurance_Open,/wiki/Paul_Harney
1972,1972,PGA,6,6-Feb,Hawaiian Open,Hawaii,Grier Jones (1),274 (-14),"40,000",,,,/wiki/Hawaiian_Open,/wiki/Sony_Open_in_Hawaii,/wiki/Grier_Jones
1972,1972,PGA,7,13-Feb,Bob Hope Desert Classic,California,Bob Rosburg (6),344 (-16),"29,000",,,,/wiki/Bob_Hope_Desert_Classic,/wiki/CareerBuilder_Challenge,/wiki/Bob_Rosburg
1972,1972,PGA,8,20-Feb,Phoenix Open,Arizona,Homero Blancas (3),273 (-11),"25,000",,,,/wiki/Phoenix_Open,/wiki/Phoenix_Open,/wiki/Homero_Blancas
1972,1972,PGA,9,27-Feb,Jackie Gleason's Inverrary Classic,Florida,Tom Weiskopf (5),278 (-10),"52,000",,,,/wiki/Jackie_Gleason%27s_Inverrary_Classic,/wiki/The_Honda_Classic,/wiki/Tom_Weiskopf
1972,1972,PGA,10,5-Mar,Doral-Eastern Open,Florida,Jack Nicklaus (40),276 (-12),"30,000",,,,/wiki/Doral-Eastern_Open,/wiki/Doral_Open,/wiki/Jack_Nicklaus
1972,1972,PGA,11,12-Mar,Florida Citrus Open,Florida,Jerry Heard (2),276 (-12),"30,000",,,,/wiki/Florida_Citrus_Open,/wiki/Arnold_Palmer_Invitational,/wiki/Jerry_Heard
1972,1972,PGA,12,19-Mar,Greater Jacksonville Open,Florida,Tony Jacklin (4),283 (-5),"25,000",,,,/wiki/Greater_Jacksonville_Open,/wiki/Greater_Jacksonville_Open,/wiki/Tony_Jacklin
1972,1972,PGA,13,26-Mar,Greater New Orleans Open,Louisiana,Gary Player (16),279 (-9),"58,000",,,,/wiki/Greater_New_Orleans_Open,/wiki/Zurich_Classic_of_New_Orleans,/wiki/Gary_Player
1972,1972,PGA,14,2-Apr,Greater Greensboro Open,North Carolina,George Archer (11),272 (-12),"40,000",,,,/wiki/Greater_Greensboro_Open,/wiki/Wyndham_Championship,/wiki/George_Archer
1972,1972,MAJ,15,9-Apr,Masters Tournament,Georgia,Jack Nicklaus (41),286 (-2),"25,000",,,Major championship,/wiki/1972_Masters_Tournament,/wiki/1972_Masters_Tournament,/wiki/Jack_Nicklaus
1972,1972,PGA,16,16-Apr,Monsanto Open,Florida,Dave Hill (9),271 (-13),"30,000",,,,/wiki/Monsanto_Open,/wiki/Pensacola_Open,/wiki/Dave_Hill_(golfer)
1972,1972,PGA,17,23-Apr,Tallahassee Open,Florida,Bob Shaw (1),273 (-15),"15,000",,,,/wiki/Tallahassee_Open,/wiki/Tallahassee_Open,/wiki/Bob_Shaw_(golfer)
1972,1972,PGA,17,23-Apr,Tournament of Champions,California,Bobby Mitchell (2),280 (-8),"33,000",,,,/wiki/Tournament_of_Champions_(PGA_Tour),/wiki/Tournament_of_Champions_%28golf%29,/wiki/Bobby_Mitchell_(golfer)
1972,1972,PGA,18,1-May,Byron Nelson Golf Classic,Texas,Chi Chi Rodriguez (6),273 (-7),"25,000",,,,/wiki/Byron_Nelson_Golf_Classic,/wiki/AT%26T_Byron_Nelson,/wiki/Chi_Chi_Rodriguez
1972,1972,PGA,19,8-May,Houston Open,Texas,Bruce Devlin (7),278 (-10),"25,000",,,,/wiki/Houston_Open,/wiki/Houston_Open,/wiki/Bruce_Devlin
1972,1972,PGA,20,14-May,Colonial National Invitation,Texas,Jerry Heard (3),275 (-5),"25,100",,,,/wiki/Colonial_National_Invitation,/wiki/Dean_%26_DeLuca_Invitational,/wiki/Jerry_Heard
1972,1972,PGA,21,21-May,Danny Thomas Memphis Classic,Tennessee,Lee Trevino (12),281 (-7),"35,000",,,,/wiki/Danny_Thomas_Memphis_Classic,/wiki/St._Jude_Classic,/wiki/Lee_Trevino
1972,1972,PGA,22,28-May,Atlanta Classic,Georgia,Bob Lunn (6),275 (-13),"26,000",,,,/wiki/Atlanta_Classic,/wiki/Atlanta_Classic,/wiki/Bob_Lunn
1972,1972,PGA,23,4-Jun,Kemper Open,North Carolina,Doug Sanders (20),275 (-13),"35,000",,,,/wiki/Kemper_Open,/wiki/Booz_Allen_Classic,/wiki/Doug_Sanders
1972,1972,PGA,24,11-Jun,IVB-Philadelphia Golf Classic,Pennsylvania,J. C. Snead (3),282 (-6),"30,000",,,,/wiki/IVB-Philadelphia_Golf_Classic,/wiki/IVB-Philadelphia_Golf_Classic,/wiki/J._C._Snead
1972,1972,MAJ,25,18-Jun,U.S. Open,California,Jack Nicklaus (42),290 (+2),"30,000",,,Major championship,/wiki/1972_U.S._Open_(golf),/wiki/1972_U.S._Open_(golf),/wiki/Jack_Nicklaus
1972,1972,PGA,26,25-Jun,Western Open,Illinois,Jim Jamieson (1),271 (-13),"30,000",,,,/wiki/Western_Open,/wiki/Western_Open,/wiki/Jim_Jamieson
1972,1972,PGA,27,3-Jul,Cleveland Open,Ohio,David Graham (1),278 (-6),"30,000",,,,/wiki/Cleveland_Open,/wiki/Cleveland_Open,/wiki/David_Graham_(golfer)
1972,1972,PGA,28,9-Jul,Canadian Open,Canada,Gay Brewer (10),275 (-9),"30,000",,,,/wiki/Canadian_Open_(golf),/wiki/Canadian_Open_(golf),/wiki/Gay_Brewer
1972,1972,MAJ,29,15-Jul,The Open Championship,Scotland,Lee Trevino (13),278 (-6),"13,750",,,Major championship,/wiki/1972_Open_Championship,/wiki/1972_Open_Championship,/wiki/Lee_Trevino
1972,1972,PGA,29,16-Jul,Greater Milwaukee Open,Wisconsin,Jim Colbert (2),271 (-13),"25,000",,,,/wiki/Greater_Milwaukee_Open,/wiki/Greater_Milwaukee_Open,/wiki/Jim_Colbert
1972,1972,PGA,30,23-Jul,American Golf Classic,Ohio,Bert Yancey (7),276 (-4),"30,000",,,,/wiki/American_Golf_Classic,/wiki/American_Golf_Classic,/wiki/Bert_Yancey
1972,1972,PGA,31,30-Jul,National Team Championship,Pennsylvania,Babe Hiskey (3) & Kermit Zarley (3),262 (-22),"20,000
(each)",,,,/wiki/National_Team_Championship,/wiki/National_Team_Championship,"/wiki/Babe_Hiskey|""/wiki/Kermit_Zarley"""
1972,1972,MAJ,32,6-Aug,PGA Championship,Michigan,Gary Player (17),281 (+1),"45,000",,,Major championship,/wiki/1972_PGA_Championship,/wiki/1972_PGA_Championship,/wiki/Gary_Player
1972,1972,PGA,33,13-Aug,Westchester Classic,New York,Jack Nicklaus (43),270 (-18),"50,000",,,,/wiki/Westchester_Classic,/wiki/The_Northern_Trust,/wiki/Jack_Nicklaus
1972,1972,PGA,34,20-Aug,USI Classic,Massachusetts,Bruce Devlin (8),275 (-13),"40,000",,,,/wiki/USI_Classic,/wiki/New_England_Classic,/wiki/Bruce_Devlin
1972,1972,PGA,35,27-Aug,U.S. Professional Match Play Championship,North Carolina,Jack Nicklaus (44),2 & 1,"40,000",,,,/wiki/U.S._Professional_Match_Play_Championship,/wiki/U.S._Professional_Match_Play_Championship,/wiki/Jack_Nicklaus
1972,1972,PGA,35,27-Aug,Liggett & Myers Open,North Carolina,Lou Graham (2),285 (-3),"20,000",,,,/wiki/Liggett_%26_Myers_Open,/wiki/Liggett_%26_Myers_Open,/wiki/Lou_Graham
1972,1972,PGA,36,4-Sep,Greater Hartford Open Invitational,Connecticut,Lee Trevino (14),269 (-15),"25,000",,,,/wiki/Greater_Hartford_Open_Invitational,/wiki/Travelers_Championship,/wiki/Lee_Trevino
1972,1972,PGA,37,10-Sep,Southern Open,Georgia,DeWitt Weaver (2),276 (-4),"20,000",,,,/wiki/Southern_Open,/wiki/Southern_Open,/wiki/DeWitt_Weaver_(golfer)
1972,1972,PGA,38,17-Sep,Greater St. Louis Golf Classic,Missouri,Lee Trevino (15),269 (-11),"30,000",,,,/wiki/Greater_St._Louis_Golf_Classic,/wiki/Greater_St._Louis_Golf_Classic,/wiki/Lee_Trevino
1972,1972,PGA,39,24-Sep,Robinson's Fall Golf Classic,Illinois,Grier Jones (2),273 (-11),"20,000",,,,/wiki/Robinson%27s_Fall_Golf_Classic,/wiki/Robinson_Open,/wiki/Grier_Jones
1972,1972,PGA,40,1-Oct,Quad Cities Open,Iowa,Deane Beman (3),279 (-5),"20,000",,,,/wiki/Quad_Cities_Open,/wiki/John_Deere_Classic,/wiki/Deane_Beman
1972,1972,PGA,43,22-Oct,Kaiser International Open Invitational,California,George Knudson (7),271 (-17),"30,000",,,,/wiki/Kaiser_International_Open_Invitational,/wiki/Michelob_Championship,/wiki/George_Knudson
1972,1972,PGA,44,29-Oct,Sahara Invitational,Nevada,Lanny Wadkins (1),273 (-11),"27,000",,,,/wiki/Sahara_Invitational,/wiki/Sahara_Invitational,/wiki/Lanny_Wadkins
1972,1972,PGA,45,5-Nov,San Antonio Texas Open,Texas,Mike Hill (2),273 (-15),"25,000",,,,/wiki/San_Antonio_Texas_Open,/wiki/Valero_Texas_Open,/wiki/Mike_Hill_(golfer)
1972,1972,PGA,48,27-Nov,Sea Pines Heritage Classic,South Carolina,Johnny Miller (2),281 (-3),"25,000",,,,/wiki/Sea_Pines_Heritage_Classic,/wiki/RBC_Heritage,/wiki/Johnny_Miller
1972,1972,PGA,49,3-Dec,Walt Disney World Open Invitational,Florida,Jack Nicklaus (45),267 (-21),"30,000",,,,/wiki/Walt_Disney_World_Open_Invitational,/wiki/Walt_Disney_World_Golf_Classic,/wiki/Jack_Nicklaus
1973,1973,PGA,1,7-Jan,Glen Campbell-Los Angeles Open,California,Rod Funseth (2),276 (-8),"27,000",,,,/wiki/Glen_Campbell-Los_Angeles_Open,/wiki/Los_Angeles_Open,/wiki/Rod_Funseth
1973,1973,PGA,2,14-Jan,Phoenix Open,Arizona,Bruce Crampton (10),268 (-12),"30,000",,,,/wiki/Phoenix_Open,/wiki/Phoenix_Open,/wiki/Bruce_Crampton
1973,1973,PGA,3,21-Jan,Dean Martin Tucson Open,Arizona,Bruce Crampton (11),277 (-11),"30,000",,,,/wiki/Dean_Martin_Tucson_Open,/wiki/Tucson_Open,/wiki/Bruce_Crampton
1973,1973,PGA,4,28-Jan,Bing Crosby National Pro-Am,California,Jack Nicklaus (46),282 (-6),"36,000",,,,/wiki/Bing_Crosby_National_Pro-Am,/wiki/AT%26T_Pebble_Beach_Pro-Am,/wiki/Jack_Nicklaus
1973,1973,PGA,5,4-Feb,Hawaiian Open,Hawaii,John Schlee (1),273 (-15),"40,000",,,,/wiki/Hawaiian_Open,/wiki/Sony_Open_in_Hawaii,/wiki/John_Schlee
1973,1973,PGA,6,11-Feb,Bob Hope Desert Classic,California,Arnold Palmer (62),343 (-17),"32,000",,,,/wiki/Bob_Hope_Desert_Classic,/wiki/CareerBuilder_Challenge,/wiki/Arnold_Palmer
1973,1973,PGA,7,18-Feb,Andy Williams-San Diego Open Invitational,California,Bob Dickson (2),278 (-10),"34,000",,,,/wiki/Andy_Williams-San_Diego_Open_Invitational,/wiki/Farmers_Insurance_Open,/wiki/Bob_Dickson
1973,1973,PGA,8,25-Feb,Jackie Gleason Inverrary-National Airlines Classic,Florida,Lee Trevino (16),279 (-9),"52,000",,,,/wiki/Jackie_Gleason_Inverrary-National_Airlines_Classic,/wiki/The_Honda_Classic,/wiki/Lee_Trevino
1973,1973,PGA,9,4-Mar,Florida Citrus Open,Florida,Bud Allin (2),265 (-23),"30,000",,,,/wiki/Florida_Citrus_Open,/wiki/Arnold_Palmer_Invitational,/wiki/Bud_Allin
1973,1973,PGA,10,11-Mar,Doral-Eastern Open,Florida,Lee Trevino (17),276 (-12),"30,000",,,,/wiki/Doral-Eastern_Open,/wiki/Doral_Open,/wiki/Lee_Trevino
1973,1973,PGA,11,18-Mar,Greater Jacksonville Open,Florida,Jim Colbert (3),279 (-9),"26,000",,,,/wiki/Greater_Jacksonville_Open,/wiki/Greater_Jacksonville_Open,/wiki/Jim_Colbert
1973,1973,PGA,12,25-Mar,Greater New Orleans Open,Louisiana,Jack Nicklaus (47),280 (-8),"25,000",,,,/wiki/Greater_New_Orleans_Open,/wiki/Zurich_Classic_of_New_Orleans,/wiki/Jack_Nicklaus
1973,1973,PGA,13,2-Apr,Greater Greensboro Open,North Carolina,Chi Chi Rodriguez (7),267 (-17),"42,000",,,,/wiki/Greater_Greensboro_Open,/wiki/Wyndham_Championship,/wiki/Chi_Chi_Rodriguez
1973,1973,MAJ,14,9-Apr,Masters Tournament,Georgia,Tommy Aaron (3),283 (-5),"30,000",,,Major championship,/wiki/1973_Masters_Tournament,/wiki/1973_Masters_Tournament,/wiki/Tommy_Aaron
1973,1973,PGA,15,15-Apr,Monsanto Open,Florida,Homero Blancas (4),277 (-11),"30,000",,,,/wiki/Monsanto_Open,/wiki/Pensacola_Open,/wiki/Homero_Blancas
1973,1973,PGA,16,22-Apr,Tallahassee Open,Florida,Hubert Green (2),277 (-11),"15,000",,,,/wiki/Tallahassee_Open,/wiki/Tallahassee_Open,/wiki/Hubert_Green
1973,1973,PGA,16,22-Apr,Tournament of Champions,California,Jack Nicklaus (48),276 (-12),"40,000",,,,/wiki/Tournament_of_Champions_(PGA_Tour),/wiki/Tournament_of_Champions_%28golf%29,/wiki/Jack_Nicklaus
1973,1973,PGA,17,29-Apr,Byron Nelson Golf Classic,Texas,Lanny Wadkins (2),277 (-3),"30,000",,,,/wiki/Byron_Nelson_Golf_Classic,/wiki/AT%26T_Byron_Nelson,/wiki/Lanny_Wadkins
1973,1973,PGA,18,6-May,Houston Open,Texas,Bruce Crampton (12),277 (-11),"41,000",,,,/wiki/Houston_Open,/wiki/Houston_Open,/wiki/Bruce_Crampton
1973,1973,PGA,19,13-May,Colonial National Invitation,Texas,Tom Weiskopf (6),276 (-4),"30,000",,,,/wiki/Colonial_National_Invitation,/wiki/Dean_%26_DeLuca_Invitational,/wiki/Tom_Weiskopf
1973,1973,PGA,20,20-May,Danny Thomas Memphis Classic,Tennessee,Dave Hill (10),283 (-5),"35,000",,,,/wiki/Danny_Thomas_Memphis_Classic,/wiki/St._Jude_Classic,/wiki/Dave_Hill_(golfer)
1973,1973,PGA,21,27-May,Atlanta Classic,Georgia,Jack Nicklaus (49),272 (-16),"30,000",,,,/wiki/Atlanta_Classic,/wiki/Atlanta_Classic,/wiki/Jack_Nicklaus
1973,1973,PGA,22,3-Jun,Kemper Open,North Carolina,Tom Weiskopf (7),271 (-17),"40,000",,,,/wiki/Kemper_Open,/wiki/Booz_Allen_Classic,/wiki/Tom_Weiskopf
1973,1973,PGA,23,10-Jun,IVB-Philadelphia Golf Classic,Pennsylvania,Tom Weiskopf (8),274 (-14),"30,045",,,,/wiki/IVB-Philadelphia_Golf_Classic,/wiki/IVB-Philadelphia_Golf_Classic,/wiki/Tom_Weiskopf
1973,1973,MAJ,24,17-Jun,U.S. Open,Pennsylvania,Johnny Miller (3),279 (-5),"35,000",,,Major championship,/wiki/1973_U.S._Open_(golf),/wiki/1973_U.S._Open_(golf),/wiki/Johnny_Miller
1973,1973,PGA,25,24-Jun,American Golf Classic,Ohio,Bruce Crampton (13),273 (-7),"32,000",,,,/wiki/American_Golf_Classic,/wiki/American_Golf_Classic,/wiki/Bruce_Crampton
1973,1973,PGA,26,1-Jul,Western Open,Illinois,Billy Casper (49),272 (-12),"35,000",,,,/wiki/Western_Open,/wiki/Western_Open,/wiki/Billy_Casper
1973,1973,PGA,27,8-Jul,Greater Milwaukee Open,Wisconsin,Dave Stockton (6),276 (-12),"26,000",,,,/wiki/Greater_Milwaukee_Open,/wiki/Greater_Milwaukee_Open,/wiki/Dave_Stockton
1973,1973,MAJ,28,14-Jul,The Open Championship,Scotland,Tom Weiskopf (9),276 (-12),"14,300",,,Major championship,/wiki/1973_Open_Championship,/wiki/1973_Open_Championship,/wiki/Tom_Weiskopf
1973,1973,PGA,28,15-Jul,Shrine-Robinson Open Golf Classic,Illinois,Deane Beman (4),271 (-13),"25,000",,,,/wiki/Shrine-Robinson_Open_Golf_Classic,/wiki/Robinson_Open,/wiki/Deane_Beman
